12/04/2021 13:43:28:575
000001111000000	0
100001111100000	13094
100101111100000	6153
101101111100000	10
111101111110000	608
110001111110000	698
100001111110000	1013
100011111100101	411
101111111100101	814
111111111000101	298
111111011000101	41
111101011000101	561
111101111000001	1153
111101111110001	10
110001111110001	454
100001111110001	1280
100011111100101	408
101111111100101	1042
101111011100101	74
111111011000101	532
111101011000101	64
111101010000101	550
111101110000001	595
111101110110001	10
110001110110001	696
110001111110001	403
100001111110001	632
100011111100101	390
101111111100101	199
111111111000101	642
111111011000101	305
111101011000101	605
111101010000101	511
111101110000001	609
111101110110001	10
110001110110001	722
110001111110001	348
100001111110001	668
100011111100101	409
101111111100101	907
101111011100101	271
111111011000101	372
111101011000101	199
111101010000101	515
111101110000001	600
111101110110001	11
110001110110001	661
110001111110001	409
100001111110001	640
100011111100101	409
101111111100101	570
111111111000101	369
111111011000101	239
111101011000101	569
111101010000101	536
111101110000001	571
111101110110001	10
111001110110001	427
110001110110001	11
110001111110001	664
100001111110001	610
100011111100101	401
100011011100101	1153
101011011100101	74
111011011000101	361
111001011000101	168
111001010000101	548
111001110000001	573
111001110110001	10
110001110110001	389
110001111110001	711
100001111110001	598
100011111101011	411
101111111101011	294
111111111001011	642
111110111001011	172
111100111001011	610
111100110001011	571
111101110000011	534
111101110110011	10
111001110110011	658
110001110110011	10
110001111110010	467
100001111110010	572
100011111100111	404
101011111100111	1088
101011011100111	63
111011011000111	303
111001011000111	263
111001001000111	546
111001101000011	607
111001101110011	10
110001101110011	389
110001111110001	736
100001111110001	572
100011111101011	398
101111111101011	735
111111111001011	340
111110111001011	31
111100111001011	646
111100110001011	567
111101110000011	504
111101110110011	12
110001110110011	422
110001111110010	745
100001111110010	558
100011111100111	400
101111111100111	535
101111011100111	615
111111011000111	31
111101011000111	565
111101001000111	527
111101101000011	570
111101101110011	10
110001101110011	666
110001111110001	475
100001111110001	580
100011111100101	402
101111111100101	708
101111011100101	440
111111011000101	190
111101011000101	408
111101010000101	540
111101110000001	571
111101110110001	10
111001110110001	623
110001110110001	12
110001111110001	503
100001111110001	533
100011111100101	399
101111111100101	577
101111011100101	573
111111011000101	64
111101011000101	509
111101010000101	603
111101110000001	514
111101110110001	11
110001110110001	662
110001111110001	511
100001111110001	505
100011111100101	435
101111111100101	707
101111011100101	473
111111011000101	175
111101011000101	364
111101010000101	582
111101110000001	569
111101110110001	10
110001110110001	629
110001111110001	505
100001111110001	534
100011111100101	407
101111111100101	664
111111111000101	352
111111011000101	126
111101011000101	571
